Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
S1330,2.0,2.2,7.6,5.1,0.4,2.68,Low
S1331,8.4,2.5,5.5,2.3,1.1,3.1,Medium
S1332,3.3,3.8,5.1,1.9,1.4,4.0,Medium
S1333,5.5,3.5,6.8,4.8,1.9,3.19,Low
S1334,7.2,2.6,6.5,1.7,1.0,2.93,Low
S1335,5.9,2.1,7.1,1.7,2.0,4.0,Low
S1336,5.3,5.2,6.3,3.6,0.6,3.7,Medium
S1337,6.1,0.9,9.9,4.3,2.4,4.0,Low
S1338,5.0,4.0,9.8,3.1,3.1,4.0,Low
S1339,5.9,2.5,6.8,1.8,0.1,3.72,Medium
S1340,4.6,2.1,10.2,2.4,1.4,3.51,Low
S1341,3.1,0.7,8.3,3.5,2.3,4.0,Low
S1342,3.9,1.4,3.6,1.4,1.1,2.86,Medium
S1343,3.0,5.4,6.1,1.4,0.9,3.5,Medium
S1344,8.5,5.0,5.8,2.9,0.3,3.04,High
S1345,6.4,2.0,5.9,1.8,2.0,3.63,Low
S1346,6.8,2.6,8.9,1.4,2.4,3.9,Low
S1347,6.6,1.0,7.9,2.8,3.2,4.0,Low
S1348,4.6,4.9,6.2,6.7,2.9,3.52,Medium
S1349,4.0,3.7,10.6,2.0,1.4,3.44,Low
S1350,1.7,1.4,6.0,2.8,0.8,1.76,Low
S1351,8.7,3.2,4.7,3.9,2.0,2.34,High
S1352,9.6,3.3,8.3,1.2,1.6,3.77,Medium
S1353,3.8,1.3,8.5,1.5,1.5,4.0,Low
S1354,4.2,2.1,6.1,2.1,3.4,4.0,Low
S1355,3.2,3.3,3.1,3.6,3.0,2.74,Medium
S1356,6.5,3.2,7.8,2.3,1.0,4.0,Low
S1357,10.0,4.6,6.8,5.3,1.4,2.75,High
S1358,4.9,2.5,3.8,2.8,2.4,3.12,Medium
S1359,6.7,2.9,9.3,0.5,1.7,3.86,Low
S1360,4.3,1.1,9.1,3.0,2.8,4.0,Low
S1361,6.0,3.0,8.5,4.0,1.3,4.0,Low
S1362,4.6,1.9,4.7,6.0,0.6,2.72,Medium
S1363,6.4,2.0,6.6,4.1,0.5,3.92,Low
S1364,8.1,1.2,9.2,3.9,2.8,3.25,Low
S1365,5.3,2.5,9.4,5.8,1.4,3.59,Medium
S1366,4.7,1.6,5.9,5.4,0.5,3.05,Medium
S1367,6.7,1.2,6.3,1.0,1.0,4.0,Low
S1368,3.7,2.2,6.9,5.5,2.3,3.89,Low
S1369,5.5,3.0,8.8,0.4,1.3,3.87,Low
S1370,5.7,2.4,6.3,3.2,2.0,3.92,Low
S1371,4.8,3.2,8.9,1.6,1.4,4.0,Low
S1372,3.9,2.9,9.0,2.7,3.0,3.75,Low
S1373,11.2,1.0,5.7,6.5,3.3,3.1,High
S1374,8.3,0.4,7.4,2.1,2.7,3.4,Low
S1375,4.1,3.1,7.8,1.9,0.4,3.71,Low
S1376,7.9,3.7,6.8,3.7,1.8,2.89,Low
S1377,8.1,2.1,6.0,2.1,1.6,2.68,Low
S1378,2.7,3.2,5.6,1.8,1.3,1.97,Medium
S1379,3.7,2.6,6.4,2.9,1.6,3.86,Low
S1380,8.8,2.1,6.6,0.8,1.5,2.98,Low
S1381,5.7,2.5,7.9,1.7,1.0,4.0,Low
S1382,3.7,0.7,6.2,1.5,2.1,3.66,Low
S1383,5.6,1.1,3.5,5.0,0.8,2.21,Medium
S1384,6.0,1.7,4.7,1.9,0.9,3.22,Medium
S1385,4.9,3.0,5.9,0.4,1.6,3.93,Medium
S1386,6.0,2.2,7.3,6.1,2.6,4.0,Low
S1387,4.3,1.5,5.9,3.1,2.2,3.57,Low
S1388,7.1,3.7,6.0,4.0,1.4,3.1,Low
S1389,8.9,4.0,7.1,4.2,2.8,3.0,Low
S1390,7.3,1.4,6.5,5.5,2.2,3.09,Low
S1391,4.8,1.4,6.4,2.1,0.8,3.44,Low
S1392,5.1,1.9,10.2,2.6,0.6,3.95,Low
S1393,2.7,2.7,7.4,2.7,1.4,3.01,Low
S1394,5.4,1.2,4.8,1.4,0.6,2.7,Medium
S1395,6.1,1.3,5.8,1.7,3.3,3.88,Low
S1396,4.3,1.4,7.0,0.6,2.0,4.0,Low
S1397,5.5,4.3,5.3,4.9,2.4,3.72,Medium
S1398,3.4,1.5,5.9,3.4,1.3,3.51,Medium
S1399,9.9,1.1,10.1,1.9,2.3,3.03,Medium
S1400,8.5,1.7,7.7,3.4,1.5,3.48,Low
S1401,5.3,3.3,4.7,4.0,2.9,2.85,Medium
S1402,4.8,1.1,7.0,1.4,1.5,4.0,Low
S1403,7.4,1.5,6.9,7.4,2.1,3.01,Low
S1404,7.5,0.6,5.0,1.8,1.3,3.65,Medium
S1405,8.3,1.8,7.7,4.3,1.8,3.9,Low
S1406,4.4,0.9,10.5,1.4,0.5,3.14,Low
S1407,8.7,1.7,7.7,2.3,1.3,3.55,Low
S1408,4.8,3.3,7.0,6.4,0.4,3.62,Low
S1409,5.4,2.6,9.4,0.9,1.7,3.67,Low
S1410,8.7,0.4,8.1,6.2,2.0,3.78,Low
S1411,5.0,0.6,9.4,3.0,0.3,3.64,Low
S1412,3.0,1.4,4.4,3.5,1.9,3.59,Medium
S1413,5.4,3.8,8.9,3.7,0.2,3.28,Medium
S1414,5.8,2.9,6.3,6.0,0.7,4.0,Low
S1415,6.6,0.2,9.4,1.3,0.6,3.36,Low
S1416,3.7,2.7,6.8,0.7,1.1,3.35,Low
S1417,7.9,3.1,8.0,4.2,1.1,3.51,Low
S1418,8.2,5.3,7.0,0.4,0.7,3.15,Medium
S1419,4.3,2.6,4.6,6.4,1.2,3.02,Medium
S1420,7.4,2.7,7.5,3.8,1.9,3.62,Low
S1421,5.7,5.4,8.1,4.7,2.8,4.0,Low
S1422,8.1,2.1,7.3,3.2,0.4,2.48,Medium
S1423,6.2,3.8,5.2,3.6,1.8,3.78,Low
S1424,3.7,1.2,7.7,3.7,1.9,4.0,Low
S1425,2.7,4.3,6.5,2.3,1.5,2.8,Medium
S1426,9.5,1.7,8.9,4.8,3.1,3.01,Medium
S1427,3.8,2.6,6.0,5.1,0.1,2.93,Medium
S1428,4.3,2.9,8.8,3.7,2.7,4.0,Low
S1429,4.0,2.4,6.8,0.4,1.7,4.0,Low
S1430,7.2,2.6,4.5,1.4,1.8,3.02,Medium
S1431,4.0,0.8,6.7,3.4,1.2,4.0,Low
S1432,4.3,3.4,7.6,3.8,1.7,4.0,Low
S1433,1.6,3.1,6.5,6.3,2.5,1.35,Low
S1434,3.6,1.8,6.9,2.2,1.6,4.0,Low
S1435,3.3,5.2,4.9,6.2,3.0,3.53,High
S1436,5.0,2.8,6.3,2.2,1.8,4.0,Low
S1437,5.4,2.6,6.0,2.5,0.6,3.32,Low
S1438,8.6,2.3,6.1,3.2,1.3,3.36,Low
S1439,5.8,1.0,10.7,2.7,1.2,3.73,Low
S1440,8.2,2.2,8.0,1.3,2.6,4.0,Low
S1441,7.2,1.4,5.2,2.3,3.5,3.21,Medium
S1442,2.0,2.0,7.3,6.5,1.6,2.3,Low
S1443,8.0,2.5,4.1,2.3,1.7,2.29,High
S1444,3.6,4.6,8.8,4.7,1.3,3.59,Medium
S1445,5.4,2.2,5.8,3.1,0.3,3.36,Medium
S1446,5.5,1.9,8.1,4.8,2.3,4.0,Low
S1447,7.1,1.4,6.3,3.0,1.2,3.07,Low
S1448,3.1,2.0,10.2,1.9,1.8,4.0,Low
S1449,4.9,0.8,7.0,4.2,1.6,4.0,Low
S1450,2.7,4.7,6.5,3.5,2.4,2.51,Low
S1451,4.3,3.2,5.1,2.2,0.8,3.53,Medium
S1452,7.0,4.8,7.1,3.3,1.5,4.0,Medium
S1453,4.3,2.2,7.4,7.2,3.1,4.0,Low
S1454,9.0,2.0,9.9,2.7,1.8,3.17,Low
S1455,6.9,4.8,5.8,4.5,1.6,4.0,Medium
S1456,5.7,3.0,6.2,3.0,1.9,3.78,Low
S1457,4.8,1.3,9.9,3.2,2.2,3.27,Low
S1458,4.8,2.0,7.2,3.3,1.5,3.97,Low
S1459,3.1,2.3,5.3,1.4,3.1,4.0,Low
S1460,4.7,4.4,7.6,4.7,1.2,4.0,Medium
S1461,10.1,3.8,8.8,1.7,1.0,3.0,Medium
S1462,8.4,0.5,4.6,2.1,0.9,1.92,High
S1463,3.8,3.7,7.3,0.3,1.4,4.0,Low
S1464,6.7,3.2,8.0,4.4,0.0,3.93,Medium
S1465,10.0,3.8,9.2,0.5,3.1,3.23,Medium
S1466,2.8,3.3,9.9,4.1,1.7,2.42,Low
S1467,9.8,2.1,7.4,3.0,3.1,3.8,Medium
S1468,6.8,3.6,7.3,5.9,3.2,4.0,Low
S1469,2.5,2.0,3.9,2.3,1.6,1.96,Medium
S1470,4.0,4.4,9.5,2.6,2.9,4.0,Medium
S1471,4.6,3.3,6.9,1.4,3.1,4.0,Low
S1472,4.5,0.4,4.8,3.1,2.1,2.9,Medium
S1473,4.3,3.1,7.9,4.2,1.5,4.0,Low
S1474,5.0,1.3,6.1,0.8,1.9,4.0,Low
S1475,3.9,1.7,8.3,2.3,1.0,4.0,Low
S1476,3.1,2.2,7.0,4.1,1.9,4.0,Low
S1477,7.9,0.6,6.1,2.1,0.8,2.7,Low
S1478,5.5,3.0,6.5,4.3,1.2,3.46,Low
S1479,4.1,2.5,3.9,1.1,1.4,3.23,Medium
S1480,2.7,4.0,8.1,3.7,2.5,2.85,Low
S1481,4.8,1.4,7.0,3.3,1.6,4.0,Low
S1482,9.1,4.2,8.5,6.4,0.6,3.33,High
S1483,4.0,2.3,8.8,3.1,2.3,3.68,Low
S1484,7.1,1.2,6.4,2.1,1.2,3.12,Low
S1485,6.9,1.9,7.2,1.3,2.5,4.0,Low
S1486,7.1,1.4,9.1,3.7,1.4,2.72,Medium
S1487,3.5,4.8,8.2,1.8,1.2,4.0,Medium
S1488,7.5,2.1,8.0,2.6,0.9,3.78,Low
S1489,6.3,5.2,6.2,2.9,2.0,4.0,Low
S1490,7.4,0.7,10.8,4.6,2.7,3.14,Low
S1491,6.5,4.0,4.9,2.4,2.8,3.36,Medium
S1492,3.3,4.0,7.8,3.2,2.6,4.0,Low
S1493,4.9,1.3,6.0,3.1,1.6,3.97,Low
S1494,5.9,3.6,5.5,0.9,2.8,3.98,Low
S1495,2.6,1.5,7.9,2.7,2.8,3.2,Low
S1496,4.6,2.5,9.0,6.0,1.0,3.29,Low
S1497,5.1,2.5,9.7,7.7,1.0,3.57,Medium
S1498,1.5,0.3,6.8,3.0,0.3,2.13,Low
S1499,6.8,1.6,7.2,2.2,0.8,3.77,Low
S1500,5.6,1.3,7.0,1.6,2.0,4.0,Low
S1501,7.3,1.0,6.9,1.1,1.8,3.36,Low
S1502,5.5,4.6,7.2,3.5,1.3,3.79,Medium
S1503,9.9,3.5,6.0,5.3,1.4,3.22,Medium
S1504,3.5,3.2,6.0,2.2,1.1,4.0,Low
S1505,7.1,1.4,3.2,4.3,0.8,1.92,High
S1506,4.6,2.2,4.2,6.8,2.2,2.89,Medium
S1507,4.3,1.7,6.8,3.8,0.8,3.6,Low
S1508,3.9,1.9,9.0,4.0,1.2,3.71,Low
S1509,6.7,0.4,8.1,3.0,2.5,4.0,Low
S1510,4.5,2.2,7.8,5.6,0.9,4.0,Low
S1511,9.3,3.8,10.2,5.6,1.1,3.35,High
S1512,7.9,4.4,7.5,0.3,0.9,2.85,Medium
S1513,2.8,1.9,7.0,0.8,1.2,2.95,Low
S1514,5.1,2.3,6.7,6.5,0.9,3.18,Low
S1515,5.5,3.3,7.2,6.2,1.3,4.0,Low
S1516,6.1,1.6,5.3,3.3,1.6,3.78,Low
S1517,2.6,3.1,7.5,1.7,1.5,3.07,Low
S1518,4.7,1.7,7.5,6.3,2.0,4.0,Low
S1519,2.6,2.2,9.1,1.2,3.6,2.44,Low
S1520,8.3,2.0,6.8,3.8,2.4,3.28,Low
S1521,2.1,2.7,5.4,2.4,1.2,1.89,Medium
S1522,2.9,1.1,4.0,3.0,3.3,1.59,Medium
S1523,3.0,4.8,8.1,3.8,1.9,4.0,Low
S1524,6.0,3.9,4.5,4.1,1.6,3.01,Medium
S1525,4.6,1.8,7.5,5.7,1.5,4.0,Low
S1526,2.8,0.7,4.3,2.5,1.2,2.06,Medium
S1527,7.0,3.4,4.3,1.9,1.0,2.86,Medium
S1528,3.1,4.8,8.5,1.7,1.3,4.0,Medium
S1529,4.5,3.6,7.0,1.4,2.2,4.0,Low
S1530,4.6,2.3,6.3,2.0,1.3,3.81,Low
S1531,1.8,3.5,5.3,0.8,2.0,1.99,Low
S1532,5.3,1.4,8.1,4.2,1.0,4.0,Low
S1533,9.1,1.0,10.3,5.4,2.1,3.13,Medium
S1534,3.5,2.1,4.5,2.6,2.2,3.27,Medium
S1535,4.7,1.7,7.4,5.5,0.4,3.67,Low
S1536,6.8,1.0,7.7,2.1,0.9,4.0,Low
S1537,9.6,0.4,6.7,0.6,1.5,2.49,High
S1538,3.1,1.9,7.8,4.8,1.6,4.0,Low
S1539,6.0,1.3,6.0,1.6,1.0,4.0,Low
S1540,5.8,4.8,5.5,3.9,2.5,3.34,Medium
S1541,5.8,1.5,5.9,0.8,1.1,4.0,Medium
S1542,7.6,2.2,7.9,2.6,0.8,3.21,Low
S1543,4.7,2.6,9.7,1.0,1.6,4.0,Low
S1544,1.9,1.7,8.6,3.4,1.4,1.18,Low
S1545,4.1,1.6,6.5,5.2,3.4,3.18,Low
S1546,8.3,2.1,7.2,1.9,2.2,3.45,Low
S1547,5.6,3.7,8.4,1.9,2.2,4.0,Low
S1548,3.4,0.2,6.8,2.4,1.7,4.0,Low
S1549,3.5,4.1,5.9,1.9,1.5,3.55,Medium
S1550,4.0,1.2,8.0,4.7,1.5,4.0,Low
S1551,7.0,3.3,5.1,6.7,2.5,3.63,Medium
S1552,3.0,1.1,8.2,3.0,2.4,4.0,Low
S1553,7.3,2.7,7.8,0.5,1.1,3.26,Low
S1554,6.8,3.6,6.1,0.8,3.1,4.0,Low
S1555,4.4,1.0,7.0,4.7,0.9,3.73,Low
S1556,11.1,1.3,7.3,6.1,0.8,3.06,Medium
S1557,10.4,4.8,9.1,1.9,1.9,3.46,High
S1558,4.4,1.3,6.7,4.9,1.5,3.6,Low
S1559,5.6,5.6,6.6,3.7,1.2,4.0,Medium
S1560,9.7,2.5,8.3,1.2,0.9,3.24,Medium
S1561,5.4,0.4,5.8,3.2,0.2,3.53,Medium
S1562,5.9,4.6,7.6,2.7,3.1,3.98,Low
S1563,7.6,1.3,5.0,4.1,1.7,3.3,Medium
S1564,6.3,5.4,7.1,1.3,2.6,4.0,Low
S1565,3.9,3.5,9.8,4.2,1.8,3.15,Low
S1566,4.5,2.9,8.2,4.1,0.9,3.81,Low
S1567,5.3,3.6,6.9,3.3,2.3,3.51,Low
S1568,9.0,1.2,10.6,1.4,0.2,3.52,Medium
S1569,8.9,1.5,8.1,5.0,2.7,3.41,Low
S1570,4.8,4.0,6.4,3.6,1.6,3.9,Low
S1571,6.4,5.1,4.3,3.5,2.7,2.75,Medium
S1572,5.8,1.8,5.2,5.3,1.6,3.79,Medium
S1573,9.6,3.7,7.9,0.3,1.4,3.44,Medium
S1574,5.5,1.5,5.6,3.6,0.6,3.25,Medium
S1575,2.4,1.9,8.0,3.4,1.4,2.21,Low
S1576,9.6,0.7,7.8,5.7,2.5,3.89,Medium
S1577,3.5,1.6,8.0,1.2,2.5,4.0,Low
S1578,2.8,3.2,7.8,5.2,0.4,2.78,Low
S1579,1.9,1.9,5.2,3.4,3.0,2.13,Low
S1580,1.1,1.2,4.0,2.3,3.0,1.1,Medium
S1581,2.8,2.7,6.8,6.3,0.7,1.5,Low
S1582,8.6,2.7,7.5,3.3,0.6,3.15,Low
S1583,5.0,5.9,8.7,5.7,2.5,3.73,Medium
S1584,1.3,1.7,4.9,3.0,2.0,1.1,Medium
S1585,8.7,3.4,9.6,0.9,0.2,2.42,High
S1586,3.9,1.7,5.9,3.2,1.4,4.0,Medium
S1587,5.4,3.0,6.5,2.0,0.8,4.0,Low
S1588,7.4,3.0,5.7,3.6,1.7,2.86,Medium
S1589,5.3,2.5,7.0,3.4,2.2,4.0,Low
S1590,3.1,0.8,10.1,6.6,0.5,3.36,Medium
S1591,5.0,1.3,6.9,5.1,3.2,3.38,Low
S1592,6.1,1.7,9.3,5.5,1.7,4.0,Low
S1593,4.3,1.6,4.0,5.0,1.4,2.9,Medium
S1594,8.0,1.1,8.9,5.8,3.2,2.5,Low
S1595,4.7,1.4,6.5,2.3,0.8,3.54,Low
S1596,8.6,0.5,7.6,4.6,2.3,4.0,Low
S1597,8.8,3.3,9.5,2.3,1.6,3.19,Low
S1598,3.9,1.3,4.0,5.9,0.2,2.63,High
S1599,7.2,1.2,9.3,5.7,2.0,3.19,Medium
S1600,4.4,4.3,6.1,3.4,0.6,3.72,Medium
S1601,9.4,1.1,5.7,3.4,2.3,2.7,Medium
S1602,1.2,3.4,10.3,5.0,1.5,1.98,Low
S1603,9.1,2.0,7.1,3.0,1.4,3.84,Medium
S1604,4.2,1.5,4.1,3.5,1.0,3.46,Medium
S1605,3.2,2.9,7.8,4.6,1.6,4.0,Low
S1606,4.2,5.3,6.0,1.8,1.4,4.0,Medium
S1607,2.4,5.2,7.4,3.4,2.0,2.65,Low
S1608,6.2,3.2,6.7,4.6,1.0,3.8,Low
S1609,3.7,1.2,6.5,5.3,2.6,4.0,Low
S1610,7.0,1.5,5.3,6.8,1.9,3.27,Medium
S1611,10.7,1.8,7.9,1.9,1.0,3.2,Medium
S1612,3.4,1.5,4.1,4.2,1.5,3.04,Medium
S1613,2.8,1.2,4.8,3.7,0.6,1.34,Medium
S1614,7.0,0.8,8.6,3.1,2.6,3.71,Low
S1615,6.1,3.1,10.5,1.9,1.9,3.83,Low
S1616,1.7,1.0,7.6,3.4,1.7,2.29,Low
S1617,2.0,2.2,9.4,2.6,1.9,2.7,Low
S1618,5.5,4.0,6.5,5.7,1.0,4.0,Low
S1619,4.0,0.7,8.4,2.7,1.0,4.0,Low
S1620,8.2,2.5,7.5,3.0,1.3,3.74,Low
S1621,9.3,1.1,6.7,2.4,1.5,3.68,Medium
S1622,3.1,2.4,5.8,1.7,0.5,2.86,Medium
S1623,7.4,2.1,7.5,4.4,2.0,2.9,Low
S1624,4.6,2.9,7.0,5.3,2.8,4.0,Low
S1625,3.4,1.1,7.6,2.2,0.3,4.0,Low
S1626,9.5,3.2,8.2,1.8,1.0,3.91,Medium
S1627,5.5,1.2,6.1,2.3,0.8,3.88,Low
S1628,3.3,0.5,7.6,6.9,1.2,4.0,Low
S1629,3.0,2.6,9.3,4.8,1.9,3.93,Low
S1630,2.7,3.1,8.0,6.7,1.0,2.22,Low
S1631,1.8,2.5,7.9,4.8,0.9,2.03,Low
S1632,4.3,4.1,6.9,4.9,1.8,3.28,Low
S1633,7.5,1.8,8.7,2.1,1.7,3.26,Low
S1634,4.3,1.6,10.0,1.6,2.4,3.55,Low
S1635,10.8,0.4,7.9,2.0,0.4,3.7,Medium
S1636,1.6,2.7,7.0,5.5,0.6,1.96,Low
S1637,6.7,3.1,7.7,6.3,2.5,4.0,Low
S1638,4.7,1.7,6.8,2.6,1.4,3.82,Low
S1639,10.6,0.9,9.4,3.0,1.9,3.17,Medium
S1640,4.9,2.0,6.5,6.1,2.6,4.0,Low
S1641,2.9,1.0,6.7,1.3,1.9,2.52,Low
S1642,1.5,1.7,7.8,3.0,3.5,2.15,Low
S1643,8.7,1.8,4.2,5.3,3.0,2.24,High
S1644,11.6,1.5,8.0,5.9,1.0,3.65,Medium
S1645,9.2,1.7,10.1,2.1,3.3,3.33,Medium
S1646,5.6,2.2,5.7,4.2,0.9,3.44,Medium
S1647,5.7,1.5,9.8,0.7,0.9,3.35,Low
S1648,3.8,2.3,9.0,4.3,1.8,3.36,Low
S1649,2.7,3.1,5.3,4.8,1.0,1.76,Medium
S1650,8.5,1.1,7.3,1.5,2.1,3.5,Low
S1651,9.1,2.1,7.0,6.1,1.6,4.0,Medium
S1652,6.8,1.0,8.6,2.8,0.5,3.57,Low
S1653,7.7,1.9,4.8,3.8,2.8,2.65,Medium
S1654,4.5,2.7,7.5,2.5,2.9,4.0,Low
S1655,5.4,2.2,10.7,3.1,0.8,3.91,Low
S1656,7.6,3.6,7.9,2.0,2.7,3.82,Low
S1657,8.9,1.3,5.0,6.9,2.7,3.73,Medium
S1658,5.7,0.7,8.1,3.1,1.9,4.0,Low
S1659,5.4,2.3,5.3,2.1,0.8,3.56,Medium
S1660,6.0,2.8,5.2,4.9,2.4,3.59,Low
S1661,3.8,1.6,9.6,5.1,2.1,3.75,Low
S1662,5.8,1.3,6.8,3.6,1.2,3.56,Low
S1663,7.6,3.9,6.2,5.2,0.6,2.72,Medium
S1664,2.7,2.9,6.9,5.9,1.2,2.37,Low
S1665,4.1,2.3,6.8,2.4,2.1,4.0,Low
S1666,10.5,1.6,8.0,2.6,2.0,3.93,Medium
S1667,5.2,5.6,8.1,6.5,2.6,3.81,Medium
S1668,4.6,0.4,7.1,3.1,1.6,4.0,Low
S1669,10.5,4.5,5.3,2.5,1.4,3.65,High
S1670,5.5,2.6,8.8,4.9,0.7,3.34,Low
S1671,7.0,2.1,6.1,0.9,1.5,3.41,Low
S1672,6.8,3.5,5.8,0.9,2.7,3.58,Low
S1673,1.6,4.7,7.5,2.3,1.0,2.59,Medium
S1674,3.3,2.4,7.4,2.2,0.4,3.9,Low
S1675,2.1,0.5,8.1,2.3,2.4,2.54,Low
S1676,5.5,3.2,6.0,1.4,1.7,3.34,Low
S1677,4.3,2.1,7.6,3.1,1.9,4.0,Low
S1678,6.9,2.5,7.8,5.5,1.4,4.0,Low
S1679,4.8,3.5,7.3,1.1,2.9,4.0,Low
S1680,4.9,1.7,4.7,3.4,1.5,2.82,Medium
S1681,2.9,2.8,8.1,4.7,2.9,2.97,Low
S1682,8.6,1.6,5.3,2.8,1.3,3.27,Medium
S1683,5.9,2.6,8.2,3.1,0.6,3.87,Low
S1684,10.4,1.0,9.8,1.2,1.0,3.54,Medium
S1685,2.2,3.2,8.8,2.8,3.1,3.03,Low
S1686,8.3,1.6,6.4,5.9,2.9,3.47,Low
S1687,10.6,4.4,5.0,5.1,1.3,3.1,High
S1688,5.7,2.4,6.2,1.1,2.9,4.0,Low
S1689,7.8,1.1,8.3,3.8,1.3,3.78,Low
S1690,6.9,2.5,7.5,1.2,1.5,4.0,Low
S1691,3.5,1.4,7.7,5.9,1.3,4.0,Low
S1692,8.6,3.4,9.0,3.3,2.3,2.75,Low
S1693,3.1,1.8,6.5,3.2,3.1,3.66,Low
S1694,4.1,2.8,9.2,6.7,2.0,3.48,Low
S1695,8.2,2.4,5.6,3.2,1.7,2.85,Medium
S1696,4.5,1.9,9.9,2.8,2.3,4.0,Low
S1697,7.3,1.5,7.3,5.7,1.5,3.73,Medium
S1698,8.1,4.0,7.3,2.6,3.1,3.85,Low
S1699,4.9,2.5,6.8,3.4,1.5,4.0,Low
S1700,3.1,0.2,5.8,4.2,0.6,3.1,Medium
S1701,9.2,1.4,5.6,1.7,0.2,3.13,High
S1702,6.2,1.3,6.0,3.0,3.3,4.0,Low
S1703,3.9,3.3,6.7,2.2,1.4,4.0,Low
S1704,2.5,4.9,5.5,5.6,2.5,2.02,Medium
S1705,10.3,2.2,8.0,2.5,0.9,3.13,Medium
S1706,10.7,0.9,7.4,3.8,1.6,3.54,Medium
S1707,6.5,1.0,7.2,2.2,3.2,4.0,Low
S1708,3.8,2.4,9.1,4.2,1.3,3.46,Low
S1709,4.6,2.2,5.4,3.8,1.2,3.93,Medium
S1710,6.1,1.9,5.6,4.7,1.5,3.98,Medium
S1711,3.7,1.3,5.3,4.7,1.0,3.02,Medium
S1712,5.9,4.2,8.9,2.9,0.2,4.0,Medium
S1713,4.9,2.7,7.2,3.9,0.8,3.67,Low
S1714,7.3,1.8,8.0,0.9,1.3,3.75,Low
S1715,6.9,1.4,8.4,3.8,1.8,4.0,Low
S1716,6.0,2.2,7.9,2.8,0.9,3.54,Low
S1717,3.7,0.2,6.1,4.5,2.4,4.0,Low
S1718,6.9,3.3,4.6,1.9,0.2,2.9,High
S1719,7.0,1.8,8.4,2.4,2.5,4.0,Low
S1720,4.4,2.0,6.3,4.6,0.6,3.45,Low
S1721,4.4,3.9,4.5,6.3,3.6,2.92,Medium
S1722,4.6,3.5,7.4,3.9,2.3,4.0,Low
S1723,3.0,3.9,7.9,3.5,2.8,4.0,Low
S1724,4.9,2.3,4.3,6.5,0.7,2.89,Medium
S1725,6.8,2.3,3.9,6.1,2.7,2.53,Medium
S1726,3.0,1.9,5.9,3.1,3.4,3.84,Low
S1727,5.9,4.3,7.7,3.0,2.7,4.0,Low
S1728,4.1,1.1,8.8,3.5,2.8,3.77,Low
S1729,9.7,0.7,7.0,2.5,1.9,3.6,Medium
S1730,5.8,3.2,5.1,5.0,1.8,4.0,Low
S1731,9.9,1.8,4.9,3.1,0.6,2.05,High
S1732,4.5,0.8,7.5,3.5,1.1,4.0,Low
S1733,9.2,1.7,6.8,3.3,0.6,2.75,Medium
S1734,2.6,1.9,7.4,3.2,2.1,2.99,Low
S1735,2.4,1.6,8.6,1.1,2.7,2.88,Low
S1736,3.2,0.8,5.6,1.4,1.1,3.53,Medium
S1737,5.5,2.7,8.4,3.9,1.8,4.0,Low
S1738,4.8,3.9,5.7,0.3,2.0,3.05,Medium
S1739,3.6,4.3,8.9,1.1,0.7,4.0,Medium
S1740,4.0,3.2,7.4,2.3,0.3,4.0,Low
S1741,7.3,1.4,8.7,2.7,1.7,2.93,Low
S1742,7.6,2.1,5.5,5.9,0.9,2.64,Medium
S1743,1.9,0.4,7.5,4.0,1.1,1.96,Low
S1744,6.7,0.7,9.5,1.9,3.9,3.62,Low
S1745,3.4,3.5,5.7,1.1,2.8,3.92,Low
S1746,6.9,2.5,8.8,2.3,1.6,4.0,Low
S1747,5.3,1.8,9.1,1.6,0.8,4.0,Low
S1748,3.5,1.9,9.7,2.0,2.0,4.0,Low
S1749,7.2,2.1,9.6,4.4,1.4,3.63,Medium
S1750,6.0,4.2,6.4,2.2,0.9,3.89,Medium
S1751,2.1,0.6,9.0,4.1,2.0,2.62,Low
S1752,5.2,4.1,6.4,6.1,2.1,3.9,Medium
S1753,3.9,2.6,7.1,1.5,1.8,4.0,Low
S1754,9.9,2.9,9.0,4.1,1.2,3.06,Medium
S1755,5.5,3.0,9.9,2.0,2.8,4.0,Low
S1756,9.5,2.0,9.8,4.2,0.4,2.97,Medium
S1757,9.1,2.3,6.8,3.4,0.8,3.18,Medium
S1758,1.7,1.6,3.3,2.7,2.2,1.16,Medium
S1759,7.8,4.8,7.5,2.0,3.0,3.92,Medium
S1760,6.8,4.6,8.0,2.5,2.1,4.0,Low
S1761,2.2,1.9,6.6,1.6,0.3,2.31,Low
S1762,7.8,5.4,6.3,3.6,3.1,2.84,Medium
S1763,3.3,3.2,8.2,1.2,2.7,4.0,Low
S1764,5.6,1.6,9.3,2.5,0.4,3.07,Low
S1765,4.2,2.4,6.6,2.1,0.7,3.38,Low
S1766,6.2,3.2,6.5,5.9,1.7,3.34,Low
S1767,5.0,2.9,9.8,4.9,0.4,3.39,Low
S1768,4.2,3.2,8.6,4.4,3.6,3.19,Low
S1769,4.0,4.2,8.3,2.5,2.2,4.0,Low
S1770,5.6,1.6,7.7,3.9,0.9,3.93,Low
S1771,2.0,2.1,7.3,5.6,3.1,3.29,Low
S1772,5.0,3.4,5.6,2.5,1.9,4.0,Low
S1773,1.8,3.3,8.7,2.6,1.4,2.12,Low
